epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,7482.06,0.32768,0.24905,0.78729,0.97783,0.98777,0.98506,0.93208,0.27283,0.21453,0.78042,0.000280766,0.000280766,0.000280766
68,7517.46,0.32655,0.24976,0.78764,0.97165,0.99067,0.98517,0.93221,0.2758,0.21346,0.7805,0.000278702,0.000278702,0.000278702
69,7553.12,0.33058,0.24925,0.78851,0.96808,0.99164,0.98448,0.93112,0.27411,0.21357,0.77917,0.000276638,0.000276638,0.000276638
70,7588.53,0.32562,0.24744,0.78854,0.98912,0.9644,0.98701,0.93441,0.27337,0.21193,0.78076,0.000274574,0.000274574,0.000274574
71,7624.06,0.3277,0.24839,0.78882,0.96783,0.98391,0.98472,0.9313,0.27657,0.21471,0.77864,0.000272509,0.000272509,0.000272509
72,7659.3,0.32522,0.24591,0.78891,0.97138,0.99205,0.98325,0.929,0.27289,0.21158,0.77909,0.000270445,0.000270445,0.000270445
73,7694.53,0.32706,0.24498,0.78872,0.96712,0.99314,0.98457,0.9313,0.27596,0.21033,0.78259,0.000268381,0.000268381,0.000268381
74,7729.67,0.3253,0.24265,0.78801,0.96596,0.99489,0.98432,0.92854,0.2777,0.21184,0.78236,0.000266317,0.000266317,0.000266317
75,7765.05,0.32163,0.24244,0.78667,0.98959,0.9637,0.98626,0.93334,0.27507,0.20902,0.78173,0.000264253,0.000264253,0.000264253
76,7800.5,0.32668,0.24553,0.7875,0.96867,0.99111,0.98423,0.93302,0.27371,0.20898,0.78334,0.000262189,0.000262189,0.000262189
77,7835.86,0.3208,0.24201,0.78771,0.98843,0.96728,0.9856,0.93253,0.27384,0.2064,0.77985,0.000260125,0.000260125,0.000260125
78,7871.28,0.32234,0.23994,0.78851,0.988,0.96749,0.98449,0.93231,0.27136,0.20639,0.78221,0.00025806,0.00025806,0.00025806
79,7907.23,0.33324,0.24396,0.78807,0.96472,0.986,0.98525,0.9313,0.27699,0.20574,0.7822,0.000255996,0.000255996,0.000255996
80,7942.61,0.32503,0.23883,0.78723,0.98902,0.96581,0.98517,0.93315,0.27172,0.20365,0.78134,0.000253932,0.000253932,0.000253932
81,7978,0.32099,0.23927,0.78776,0.9885,0.96675,0.98518,0.93362,0.27403,0.20977,0.78216,0.000251868,0.000251868,0.000251868
82,8013.37,0.32291,0.2385,0.78854,0.98731,0.97174,0.98498,0.93188,0.27483,0.20331,0.78241,0.000249804,0.000249804,0.000249804
83,8049.01,0.32423,0.23902,0.78794,0.96256,0.98983,0.98414,0.93383,0.26888,0.20831,0.78143,0.00024774,0.00024774,0.00024774
84,8084.27,0.31834,0.23633,0.78778,0.98931,0.97029,0.9839,0.93191,0.27224,0.20515,0.782,0.000245676,0.000245676,0.000245676
85,8119.76,0.31943,0.23741,0.78723,0.97475,0.98312,0.98418,0.93348,0.27053,0.2039,0.78069,0.000243611,0.000243611,0.000243611
86,8155.52,0.32467,0.23833,0.78752,0.98924,0.97035,0.98428,0.93364,0.26948,0.20389,0.7822,0.000241547,0.000241547,0.000241547
87,8191.17,0.31978,0.23495,0.78686,0.97883,0.97291,0.98518,0.93522,0.27093,0.19951,0.78229,0.000239483,0.000239483,0.000239483
88,8227.02,0.3238,0.23638,0.78789,0.98936,0.96597,0.98672,0.93495,0.2699,0.20116,0.78105,0.000237419,0.000237419,0.000237419
89,8262.67,0.31751,0.23365,0.78694,0.98856,0.96782,0.98659,0.93463,0.27266,0.20154,0.7838,0.000235355,0.000235355,0.000235355
90,8298.22,0.31958,0.23524,0.78848,0.98886,0.96449,0.98565,0.93348,0.27161,0.20254,0.78147,0.000233291,0.000233291,0.000233291
91,8333.6,0.31659,0.23166,0.78606,0.96664,0.98657,0.98409,0.93205,0.26829,0.19879,0.78161,0.000231226,0.000231226,0.000231226
92,8369.3,0.31762,0.23281,0.78719,0.9657,0.98951,0.98654,0.93527,0.26969,0.19988,0.78384,0.000229162,0.000229162,0.000229162
93,8405.91,0.31719,0.23185,0.78711,0.98287,0.97748,0.98552,0.93396,0.27385,0.20153,0.78144,0.000227098,0.000227098,0.000227098
94,8441.36,0.31752,0.23236,0.78664,0.97354,0.98532,0.98593,0.93439,0.27007,0.1997,0.78069,0.000225034,0.000225034,0.000225034
95,8477.27,0.3198,0.23232,0.7872,0.98811,0.97164,0.98518,0.9349,0.26835,0.20088,0.78212,0.00022297,0.00022297,0.00022297
96,8512.83,0.31808,0.23023,0.78724,0.98538,0.97078,0.98656,0.93556,0.26902,0.19763,0.78341,0.000220906,0.000220906,0.000220906
97,8548.25,0.31425,0.23038,0.78667,0.97358,0.98006,0.98555,0.93543,0.26887,0.19819,0.78218,0.000218842,0.000218842,0.000218842
98,8583.57,0.31656,0.23132,0.78667,0.98589,0.97127,0.9844,0.93429,0.26969,0.19816,0.78124,0.000216777,0.000216777,0.000216777
99,8619.21,0.31386,0.2277,0.78673,0.97274,0.98418,0.98512,0.93498,0.26773,0.19593,0.77981,0.000214713,0.000214713,0.000214713
100,8654.77,0.3167,0.22828,0.78647,0.98893,0.9705,0.9846,0.93494,0.26728,0.19512,0.78123,0.000212649,0.000212649,0.000212649
101,8690.64,0.30991,0.22471,0.78617,0.98618,0.97081,0.98426,0.93501,0.26437,0.19548,0.78236,0.000210585,0.000210585,0.000210585
102,8726.4,0.31249,0.22678,0.7863,0.99056,0.97058,0.98352,0.9331,0.26739,0.19548,0.78008,0.000208521,0.000208521,0.000208521
103,8762.53,0.31581,0.22743,0.78692,0.97178,0.98753,0.98737,0.93842,0.2662,0.19661,0.77987,0.000206457,0.000206457,0.000206457
104,8798.8,0.31262,0.22428,0.78513,0.98864,0.96992,0.98574,0.93644,0.26566,0.19331,0.78152,0.000204393,0.000204393,0.000204393
105,8836.12,0.31291,0.22329,0.78617,0.98904,0.97073,0.9866,0.9376,0.26686,0.19305,0.78237,0.000202328,0.000202328,0.000202328
106,8873.08,0.31312,0.22439,0.78522,0.98869,0.97078,0.98617,0.93686,0.26866,0.19339,0.78049,0.000200264,0.000200264,0.000200264
107,8909.4,0.31127,0.22291,0.78649,0.98946,0.96752,0.98684,0.93717,0.26791,0.19476,0.78282,0.0001982,0.0001982,0.0001982
108,8945.26,0.31037,0.22449,0.78679,0.98802,0.96937,0.98601,0.93671,0.2658,0.19204,0.78172,0.000196136,0.000196136,0.000196136
109,8982.35,0.31223,0.22372,0.78699,0.97295,0.98077,0.9859,0.93562,0.26799,0.19074,0.78239,0.000194072,0.000194072,0.000194072
110,9018.93,0.31218,0.22425,0.78684,0.98848,0.97094,0.98509,0.93539,0.26583,0.19146,0.78336,0.000192008,0.000192008,0.000192008
111,9053.91,0.30552,0.22115,0.7856,0.98642,0.97233,0.98531,0.93531,0.26769,0.19316,0.78161,0.000189943,0.000189943,0.000189943
112,9089.02,0.30992,0.22315,0.78557,0.98934,0.97116,0.98482,0.93566,0.2661,0.19055,0.7833,0.000187879,0.000187879,0.000187879
113,9124.4,0.30825,0.22262,0.78528,0.96965,0.9855,0.98529,0.93599,0.26647,0.18909,0.78237,0.000185815,0.000185815,0.000185815
114,9159.64,0.3098,0.22176,0.78824,0.98897,0.96762,0.98482,0.93595,0.26667,0.1913,0.78049,0.000183751,0.000183751,0.000183751
115,9196.72,0.30959,0.2211,0.78505,0.98679,0.97246,0.98586,0.93636,0.26671,0.19,0.78126,0.000181687,0.000181687,0.000181687
116,9233.14,0.3069,0.21889,0.78691,0.98655,0.97152,0.9861,0.93756,0.26404,0.18869,0.78156,0.000179623,0.000179623,0.000179623
